customer_id,first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car,frequency,monetary,recency,% approved,clusters
693,Bambi,Hebblethwaite,1,47,1970-10-27,0 Carey Drive,4110,Australia,QLD,,Financial Services,46,4,Affluent Customer,19,0,1,5,3763.92,11.0,100.0,3
694,Lilith,Lanning,1,49,1968-12-28,1 Moose Avenue,2017,Australia,NSW,Media Manager III,Health,66,8,Mass Customer,13,0,0,5,2400.83,8.0,100.0,3
695,Kevan,Kubal,0,40,1977-11-30,02 Bartelt Center,2745,Australia,NSW,Engineer II,Health,36,8,High Net Worth,11,0,0,8,4658.999999999999,17.0,100.0,3
696,Arch,Gaitskill,0,51,1966-02-06,0650 Sachs Circle,2769,Australia,NSW,Programmer Analyst II,,57,10,Affluent Customer,6,0,1,6,1879.14,22.0,100.0,3
697,Weston,Brokenshaw,0,31,1986-11-29,16420 Veith Crossing,4214,Australia,QLD,Environmental Specialist,Entertainment,25,7,Mass Customer,10,0,0,4,3996.6,12.0,100.0,3
698,Ellette,Fahy,1,21,1996-07-20,81310 Charing Cross Plaza,3805,Australia,VIC,Human Resources Manager,Manufacturing,90,7,High Net Worth,1,0,1,3,1295.96,77.0,100.0,1
699,Mirabella,Richter,1,45,1972-08-04,37430 Merrick Center,2770,Australia,NSW,Account Representative IV,IT,16,6,Affluent Customer,16,0,1,3,976.2399999999998,56.0,100.0,1
700,Josias,Mulliner,0,27,1990-02-20,6046 Sheridan Way,2322,Australia,NSW,,Financial Services,67,3,Mass Customer,4,0,0,8,4618.11,107.0,100.0,3
701,Ransell,Ruler,0,61,1956-05-01,537 Packers Street,4562,Australia,QLD,Food Chemist,Health,18,5,Mass Customer,8,0,1,6,2215.5600000000004,33.0,100.0,3
702,Zorina,Bosomworth,1,57,1960-02-09,6 Briar Crest Court,2117,Australia,NSW,Help Desk Technician,,72,12,Mass Customer,8,0,0,3,1905.88,63.0,100.0,1
703,Ethelda,,1,51,1966-10-31,4 Lillian Plaza,2283,Australia,NSW,,Property,66,6,Mass Customer,15,0,0,5,4928.800000000001,2.0,100.0,3
704,Lindsay,Acaster,1,19,1998-12-08,70836 Colorado Plaza,2571,Australia,NSW,Research Nurse,Health,49,11,Mass Customer,4,0,0,10,4034.459999999999,11.0,100.0,3
705,Eddie,Yekel,0,53,1964-01-16,15 Emmet Street,2233,Australia,NSW,Quality Engineer,Retail,48,10,High Net Worth,14,0,0,4,502.1200000000001,12.0,100.0,3
706,Kane,Gaffer,0,27,1990-01-06,8 Dottie Court,3480,Australia,VIC,Media Manager IV,Financial Services,44,1,High Net Worth,5,0,1,6,7109.4,31.0,100.0,3
707,Homere,Rounds,0,44,1973-07-23,520 Stephen Pass,3011,Australia,VIC,Executive Secretary,,97,9,Mass Customer,7,0,1,6,3368.2,45.0,100.0,3
708,Idalina,Wilcot,1,30,1987-02-15,18939 Upham Hill,3551,Australia,VIC,Safety Technician II,IT,31,3,Mass Customer,10,0,1,3,2145.83,176.0,100.0,1
709,Holly,Cavil,1,38,1979-12-11,4222 Porter Lane,3136,Australia,VIC,Accountant III,Financial Services,83,9,Mass Customer,5,0,1,5,3243.2999999999997,147.0,100.0,1
710,Benton,Oakly,0,47,1970-03-01,1721 Nobel Junction,2753,Australia,NSW,Sales Representative,Retail,76,8,High Net Worth,13,0,1,6,5201.39,40.0,100.0,3
711,Audrey,Vickerman,1,45,1972-03-03,30550 Pierstorff Lane,3093,Australia,VIC,,,60,7,Affluent Customer,7,0,0,4,2685.62,84.0,100.0,1
712,Norine,Antonik,1,56,1961-05-20,6 Morning Drive,2232,Australia,NSW,,IT,22,9,Mass Customer,14,0,0,8,4581.46,62.0,100.0,3
713,Adena,Northedge,1,23,1994-09-26,646 Mariners Cove Place,3023,Australia,VIC,Help Desk Technician,,34,6,Mass Customer,4,0,1,4,1891.1000000000004,256.0,100.0,1
714,Burtie,Scintsbury,0,53,1964-07-13,51 Londonderry Trail,2153,Australia,NSW,,Manufacturing,12,10,High Net Worth,15,0,1,9,3005.36,60.0,88.88888888888889,3
715,Royal,Shinn,0,49,1968-09-07,4086 Darwin Terrace,2176,Australia,NSW,Junior Executive,,50,9,Mass Customer,6,0,0,3,2410.24,159.0,100.0,1
716,Trescha,Preshous,1,38,1979-11-09,4033 Hermina Road,2304,Australia,NSW,Social Worker,Health,31,7,Mass Customer,11,0,0,6,3777.53,13.0,100.0,3
717,Basilius,Spieck,0,41,1976-11-20,37 Banding Avenue,2567,Australia,NSW,VP Product Management,Manufacturing,65,9,Mass Customer,11,0,1,6,1857.27,15.0,100.0,3
718,Cathe,Lorriman,1,39,1978-02-18,8080 Victoria Plaza,4217,Australia,QLD,Engineer I,Manufacturing,38,11,Mass Customer,7,0,1,8,2164.080000000001,35.0,100.0,3
719,Pattin,Weathey,0,64,1953-12-30,14254 Hallows Parkway,4615,Australia,QLD,Administrative Officer,Retail,2,1,Mass Customer,14,0,0,8,4083.58,12.0,87.5,3
720,Darrel,Canet,0,86,1931-10-23,78 Glacier Hill Drive,2026,Australia,NSW,Recruiting Manager,Retail,67,10,Affluent Customer,6,0,0,10,7212.17,21.0,100.0,3
721,Harmonia,Cornock,1,24,1993-08-09,6 Fulton Road,3174,Australia,VIC,Account Representative III,,84,8,Affluent Customer,1,0,1,7,6579.619999999999,5.0,100.0,3
722,Stewart,Brosoli,0,61,1956-03-17,76 Londonderry Park,2777,Australia,NSW,Marketing Manager,IT,69,9,Mass Customer,5,0,0,5,2934.44,88.0,100.0,1
723,Madelina,Marte,1,54,1963-08-20,68861 School Hill,2199,Australia,NSW,Food Chemist,Health,41,9,Mass Customer,6,0,1,8,3489.96,16.0,100.0,3
724,Heinrik,Norcock,0,42,1975-08-05,09 Bartelt Lane,2190,Australia,NSW,Analog Circuit Design manager,Financial Services,7,8,Mass Customer,4,0,1,8,5073.269999999999,24.0,100.0,3
725,Gage,Crossan,0,52,1965-08-27,29639 Porter Center,4221,Australia,QLD,Design Engineer,Health,61,8,High Net Worth,19,0,1,11,7321.499999999999,4.0,100.0,3
726,Norma,Blackbourn,1,39,1978-02-10,5811 Moulton Drive,2766,Australia,NSW,Information Systems Manager,Health,69,8,Mass Customer,10,0,1,3,2965.76,55.0,100.0,3
727,Lenci,Duerden,0,39,1978-10-10,80027 Ryan Terrace,3551,Australia,VIC,Senior Editor,Manufacturing,98,3,Mass Customer,3,0,0,6,3970.03,62.0,100.0,3
728,Winthrop,Corser,0,61,1956-10-03,8 Kingsford Hill,3429,Australia,VIC,VP Accounting,Financial Services,60,6,Mass Customer,8,0,1,9,6411.76,26.0,100.0,3
729,Ammamaria,Standbridge,1,44,1973-10-23,8044 Emmet Hill,3150,Australia,VIC,Analog Circuit Design manager,Health,30,9,Affluent Customer,11,0,0,9,8953.169999999998,2.0,100.0,3
730,Robb,Poll,0,49,1968-07-25,2249 Havey Hill,3183,Australia,VIC,Web Designer IV,,42,10,Mass Customer,14,0,0,7,3182.99,15.0,100.0,3
731,Lorenza,Cawthorne,1,48,1969-12-04,1855 Stang Terrace,2145,Australia,NSW,,,57,9,Mass Customer,6,0,0,4,2654.2700000000004,135.0,100.0,1
732,Bonita,Gethins,1,50,1967-01-21,2 Riverside Trail,2154,Australia,NSW,Actuary,Financial Services,71,11,Mass Customer,5,0,0,5,3269.1200000000003,65.0,100.0,3
733,Ham,Mayoh,0,44,1973-11-30,98 Esker Junction,2192,Australia,NSW,,Manufacturing,25,10,Mass Customer,13,0,0,10,8210.3,47.0,100.0,3
734,Leicester,Fynes,0,37,1980-07-06,9984 Pankratz Road,2145,Australia,NSW,Programmer III,Retail,34,10,Affluent Customer,11,0,0,3,1140.1499999999996,90.0,100.0,1
735,Khalil,Pennings,0,52,1965-04-20,324 Mifflin Road,2290,Australia,NSW,Assistant Manager,Financial Services,33,7,Mass Customer,11,0,1,4,3025.33,88.0,100.0,1
736,Sansone,Eastcourt,0,43,1974-05-24,2726 Cardinal Way,3073,Australia,VIC,Help Desk Operator,,41,5,High Net Worth,8,0,0,5,4107.889999999999,12.0,100.0,3
737,Sisely,Oppy,1,34,1983-07-11,3 Talisman Place,4811,Australia,QLD,Systems Administrator III,,75,2,Mass Customer,16,0,0,7,4480.09,55.0,100.0,3
738,Bunnie,Whines,1,33,1984-12-08,282 West Trail,4005,Australia,QLD,,Argiculture,51,5,Mass Customer,9,0,1,8,4706.860000000001,70.0,100.0,3
739,Arnie,Zorn,0,53,1964-12-13,08260 Jay Court,3191,Australia,VIC,Senior Editor,Manufacturing,36,11,Mass Customer,8,0,0,10,4842.199999999999,2.0,100.0,3
740,Farr,Butterick,0,23,1994-08-18,12 6th Hill,4810,Australia,QLD,,Financial Services,9,2,Affluent Customer,6,0,0,4,2083.73,62.0,100.0,3
741,Cristionna,Mapes,1,38,1979-02-15,0297 Merchant Avenue,4121,Australia,QLD,,,16,9,Mass Customer,11,0,0,5,1091.1400000000003,149.0,100.0,1
742,Dexter,Robelin,0,51,1966-04-24,1 Monica Street,2100,Australia,NSW,Senior Developer,Manufacturing,55,9,Mass Customer,15,0,0,6,1246.1100000000006,11.0,100.0,3
743,Pattin,Morican,0,36,1981-04-06,0272 Pankratz Hill,2031,Australia,NSW,VP Accounting,Financial Services,89,10,Mass Customer,13,0,1,4,3908.8,90.0,100.0,3
744,Heinrik,,0,40,1977-08-30,2 North Crossing,3111,Australia,VIC,Graphic Designer,Manufacturing,54,11,Affluent Customer,14,0,1,5,1267.6800000000003,24.0,100.0,3
745,Dotty,Maylott,1,39,1978-03-22,345 Dovetail Avenue,4305,Australia,QLD,,Manufacturing,84,5,Mass Customer,13,0,1,4,2066.03,12.0,100.0,3
746,Aldo,Waistall,0,53,1964-07-29,2826 Huxley Center,3137,Australia,VIC,Business Systems Development Analyst,,47,8,Affluent Customer,17,0,1,6,1779.16,44.0,100.0,3
747,Eula,Bruni,1,39,1978-04-24,61043 Summer Ridge Junction,2229,Australia,NSW,Database Administrator II,,91,11,Mass Customer,7,0,0,2,571.3800000000001,36.0,100.0,2
748,Linet,Postill,1,36,1981-04-21,56045 Express Avenue,2176,Australia,NSW,VP Marketing,Financial Services,51,9,High Net Worth,7,0,0,9,3515.999999999999,47.0,100.0,3
749,Andreas,Cosin,0,45,1972-08-01,760 Forest Dale Place,3068,Australia,VIC,Environmental Specialist,Argiculture,47,12,Mass Customer,19,0,0,9,1830.7199999999996,81.0,100.0,3
750,Izaak,Gisborne,0,22,1995-04-08,99 Wayridge Place,2263,Australia,NSW,Analyst Programmer,Retail,42,8,Affluent Customer,7,0,1,6,5391.709999999999,59.0,100.0,3
751,Amie,Dufty,1,16,2001-10-31,5 Dahle Trail,2117,Australia,NSW,Business Systems Development Analyst,Financial Services,41,10,Affluent Customer,1,0,0,2,96.62,131.0,100.0,1
752,Kalil,Palombi,0,56,1961-06-27,62215 Delaware Plaza,4118,Australia,QLD,Speech Pathologist,Financial Services,13,3,High Net Worth,12,0,0,8,2952.01,21.0,100.0,3
753,Josy,St. Quentin,1,47,1970-03-07,37 Dorton Street,2594,Australia,NSW,Food Chemist,Health,82,3,Affluent Customer,6,1,1,8,7727.170000000001,16.0,100.0,3
754,Patsy,Beefon,1,38,1979-07-28,00 Evergreen Center,3850,Australia,VIC,Senior Financial Analyst,Financial Services,15,4,Mass Customer,14,0,0,2,93.01,211.0,100.0,1
755,Baily,Imison,0,24,1993-07-13,80 Maple Avenue,2536,Australia,NSW,Senior Cost Accountant,Financial Services,31,4,Mass Customer,4,0,0,3,847.2199999999998,96.0,100.0,1
756,Carin,Lauthian,1,43,1974-09-25,43 Jana Way,3750,Australia,VIC,Computer Systems Analyst IV,Manufacturing,65,7,Mass Customer,16,0,1,6,2121.61,26.0,100.0,3
757,Kinsley,Klimus,0,40,1977-05-13,195 Knutson Place,4019,Australia,QLD,Environmental Tech,Financial Services,91,8,Mass Customer,18,0,0,5,2946.73,73.0,100.0,3
758,Teena,Birrel,1,50,1967-04-07,9 Melby Park,2197,Australia,NSW,,Manufacturing,99,10,High Net Worth,11,0,1,2,165.57999999999998,28.0,100.0,2
759,Mitchel,Schimek,0,54,1963-04-18,4 Vahlen Junction,2227,Australia,NSW,Clinical Specialist,Health,89,10,High Net Worth,13,0,0,8,2646.67,24.0,100.0,3
760,Shamus,Fyndon,0,39,1978-03-02,6330 Monica Way,2540,Australia,NSW,Assistant Professor,,46,9,Mass Customer,18,0,1,9,4847.049999999999,27.0,100.0,3
761,Vaughan,McCromley,0,40,1977-11-27,7101 Gulseth Hill,2293,Australia,NSW,Media Manager II,Health,12,9,Affluent Customer,4,0,1,5,1896.3900000000003,146.0,100.0,1
762,Kerwin,Jossel,0,37,1980-03-06,983 2nd Road,2560,Australia,NSW,Environmental Specialist,,91,8,Mass Customer,22,0,1,5,2347.9800000000005,86.0,100.0,1
763,Benita,Cuffley,1,30,1987-11-05,08 Vidon Center,2143,Australia,NSW,Computer Systems Analyst IV,Manufacturing,95,5,Affluent Customer,12,0,0,6,3894.51,75.0,100.0,3
764,Samuel,Stiff,0,40,1977-03-16,36 Helena Drive,4305,Australia,QLD,Environmental Tech,Financial Services,40,1,Mass Customer,22,0,1,3,1364.06,80.0,100.0,1
765,Valeria,Chazette,1,33,1984-08-31,20554 Orin Place,3630,Australia,VIC,,Retail,50,1,Affluent Customer,16,0,0,10,5070.619999999999,25.0,100.0,3
766,Nonna,Hun,1,42,1975-04-22,3903 Messerschmidt Park,2164,Australia,NSW,,Retail,16,8,Mass Customer,14,0,1,6,2271.93,17.0,100.0,3
767,Gustav,Kos,0,62,1955-12-16,64 Muir Lane,2148,Australia,NSW,Budget/Accounting Analyst II,Manufacturing,70,8,High Net Worth,11,0,0,5,2438.84,43.0,100.0,3
768,Alexia,Wolford,1,43,1974-01-14,06495 Swallow Terrace,2759,Australia,NSW,Web Developer IV,Argiculture,5,9,Affluent Customer,21,0,1,9,5580.570000000001,6.0,100.0,3
769,Cameron,Letherbury,0,56,1961-12-28,033 Loftsgordon Center,2150,Australia,NSW,Analog Circuit Design manager,IT,65,8,Mass Customer,12,0,0,8,5070.240000000001,20.0,100.0,3
770,Zara,Maccaddie,1,33,1984-02-05,80 Scofield Alley,3121,Australia,VIC,Software Consultant,IT,10,10,High Net Worth,13,0,1,6,4457.480000000001,50.0,100.0,3
771,Lammond,MacGeffen,0,53,1964-03-12,64 Milwaukee Pass,4350,Australia,QLD,,,12,4,Affluent Customer,8,0,1,6,3155.81,125.0,100.0,1
772,Lorianna,Vidyapin,1,19,1998-12-26,50851 Vahlen Avenue,2567,Australia,NSW,Community Outreach Specialist,Entertainment,12,7,Mass Customer,4,0,0,6,2879.19,3.0,83.33333333333333,3
773,Robbie,Handaside,0,32,1985-02-12,88 Bay Drive,4305,Australia,QLD,,Financial Services,77,3,Affluent Customer,20,0,1,8,5907.35,73.0,100.0,3
774,Phelia,Perotti,1,19,1998-11-27,0 Thompson Road,3183,Australia,VIC,Operator,Manufacturing,79,8,High Net Worth,1,0,0,1,144.26,144.0,100.0,1
775,Nikita,Kilby,0,35,1982-09-21,99 Elka Street,4350,Australia,QLD,Accounting Assistant IV,Manufacturing,66,4,Affluent Customer,4,0,0,7,2862.330000000001,59.0,100.0,3
776,Stanley,Seven,0,37,1980-09-24,2699 Crest Line Way,4869,Australia,QLD,Financial Analyst,Financial Services,30,4,High Net Worth,20,0,0,9,2201.8600000000006,14.0,100.0,3
777,Wolfgang,Tarrier,0,24,1993-01-09,6 Melody Trail,2145,Australia,NSW,Paralegal,Financial Services,2,9,High Net Worth,4,0,0,6,3184.33,28.0,100.0,3
778,Stacy,Pozzi,0,41,1976-11-17,90 New Castle Trail,2137,Australia,NSW,Assistant Professor,Manufacturing,24,9,High Net Worth,13,0,0,3,698.81,264.0,100.0,1
779,Maddy,Larrat,1,25,1992-02-10,2570 Wayridge Park,2093,Australia,NSW,Staff Accountant III,Health,1,9,High Net Worth,7,0,0,4,1186.41,83.0,100.0,1
780,Kim,,1,44,1973-10-12,70 Old Gate Street,2354,Australia,NSW,Professor,Financial Services,24,3,Mass Customer,20,0,0,3,798.6200000000003,89.0,100.0,1
781,Elvis,O'Leagham,0,59,1958-11-15,3 Magdeline Terrace,2190,Australia,NSW,Legal Assistant,Manufacturing,80,10,Mass Customer,17,0,0,5,2256.3100000000004,126.0,100.0,1
782,Bevvy,Siegertsz,1,41,1976-08-29,36744 Birchwood Center,4019,Australia,QLD,Geological Engineer,Manufacturing,30,3,Mass Customer,17,0,0,6,3431.83,26.0,83.33333333333333,3
783,Rudd,Strangeways,0,32,1985-07-25,68 Chinook Street,4814,Australia,QLD,Information Systems Manager,Retail,6,2,Affluent Customer,14,0,0,5,3498.8600000000006,97.0,100.0,1
784,Frederik,Duckett,0,40,1977-01-24,0 Valley Edge Plaza,3201,Australia,VIC,Accounting Assistant III,IT,10,6,High Net Worth,22,0,1,2,304.07,144.0,100.0,1
785,Anthea,Guesford,1,38,1979-08-26,8 Starling Trail,2282,Australia,NSW,Assistant Professor,Manufacturing,48,8,Mass Customer,18,0,1,6,507.8699999999999,19.0,83.33333333333333,3
786,Francklin,Ubanks,0,32,1985-02-14,3 Crest Line Plaza,2223,Australia,NSW,,Financial Services,34,10,Affluent Customer,16,0,0,7,3828.74,10.0,100.0,3
787,Norma,Batrim,1,21,1996-12-15,0601 Stephen Place,2292,Australia,NSW,,Retail,29,7,Affluent Customer,2,0,1,10,6646.000000000001,76.0,100.0,3
788,Gregg,Townsend,0,53,1964-07-01,00 Mockingbird Junction,2141,Australia,NSW,Social Worker,Health,62,9,Mass Customer,11,0,0,5,2415.09,40.0,100.0,3
789,Gabrielle,Giraudot,1,39,1978-04-28,37817 Burning Wood Circle,2126,Australia,NSW,Geological Engineer,Manufacturing,69,11,Affluent Customer,14,0,1,8,2892.76,5.0,100.0,3
790,Yvonne,,1,49,1968-03-24,02353 Kropf Lane,3046,Australia,VIC,Senior Editor,,22,9,Affluent Customer,15,0,0,8,4889.110000000001,15.0,100.0,3
791,Tootsie,Hurt,1,49,1968-09-29,79 Arkansas Drive,3008,Australia,VIC,Professor,Manufacturing,3,10,Mass Customer,14,0,1,6,3819.0,124.0,100.0,1
792,Mitch,Rains,0,42,1975-11-19,4085 Jackson Hill,2830,Australia,NSW,Structural Engineer,,10,7,High Net Worth,4,0,1,6,3295.65,18.0,100.0,3
793,Kissie,Delong,1,28,1989-01-30,57 Gulseth Terrace,2099,Australia,NSW,Actuary,Financial Services,97,10,High Net Worth,9,0,1,10,4778.33,2.0,100.0,3
794,Scott,Ommundsen,0,62,1955-05-12,52737 Morningstar Crossing,2250,Australia,NSW,Compensation Analyst,Financial Services,99,3,Affluent Customer,16,0,1,7,4248.67,23.0,100.0,3
795,Cassy,Awdry,1,44,1973-08-20,866 Rockefeller Junction,2171,Australia,NSW,Environmental Tech,Financial Services,35,9,High Net Worth,18,0,0,5,2785.9800000000005,19.0,100.0,3
796,Ira,Lamlin,1,20,1997-05-27,414 Kensington Lane,3076,Australia,VIC,Financial Analyst,Financial Services,8,8,Mass Customer,2,0,0,7,3815.93,7.0,100.0,3
797,Meridel,Rawet,1,44,1973-10-20,81 Holy Cross Alley,2077,Australia,NSW,Internal Auditor,Financial Services,51,8,Mass Customer,19,0,0,4,2277.96,22.0,100.0,3
798,Dorita,Blackburne,1,29,1988-05-20,1 Loomis Parkway,3156,Australia,VIC,Teacher,Financial Services,22,9,High Net Worth,5,0,0,3,1691.8100000000004,22.0,100.0,3
799,Harland,Spilisy,2,40,,572 Brown Circle,2756,Australia,NSW,Programmer I,IT,39,8,Mass Customer,10,0,1,11,7142.2,11.0,100.0,3
800,Quint,Popov,0,39,1978-12-31,92344 Oakridge Drive,4873,Australia,QLD,Account Coordinator,Manufacturing,68,4,Mass Customer,8,0,0,6,3239.48,86.0,100.0,3
801,Bertram,Linn,0,37,1980-10-08,1626 Dawn Street,4514,Australia,QLD,Geologist IV,,28,3,Affluent Customer,20,0,0,2,254.62999999999988,183.0,100.0,1
802,Ailyn,Carberry,1,31,1986-02-20,845 Talisman Pass,4210,Australia,QLD,Financial Analyst,Financial Services,50,7,Mass Customer,3,0,0,6,2893.2,96.0,100.0,3
803,Nina,Murcutt,1,18,1999-11-11,1899 Manley Court,4551,Australia,QLD,Nuclear Power Engineer,Manufacturing,96,7,High Net Worth,3,0,0,6,1746.5500000000002,67.0,100.0,3
804,Henrietta,Seater,1,18,1999-06-17,15067 Commercial Pass,4006,Australia,QLD,Technical Writer,,98,7,High Net Worth,1,0,1,3,3065.9,42.0,100.0,3
805,Jorrie,Hanhardt,1,57,1960-04-19,80932 5th Street,2754,Australia,NSW,Electrical Engineer,Manufacturing,48,8,Mass Customer,10,0,0,6,2795.75,123.0,100.0,1
806,Carter,Kaesmakers,0,25,1992-07-28,018 Erie Point,2767,Australia,NSW,Sales Representative,Retail,66,9,Mass Customer,7,0,1,4,2189.57,32.0,100.0,3
807,Lorne,Quested,1,37,1980-11-25,40402 Moulton Park,2282,Australia,NSW,Safety Technician I,,48,8,Affluent Customer,16,0,0,4,2491.13,81.0,100.0,1
808,Nigel,Phippard,0,38,1979-11-21,246 Norway Maple Trail,3810,Australia,VIC,Social Worker,Health,21,2,High Net Worth,17,0,1,3,2119.72,124.0,100.0,1
809,Nevsa,Washtell,1,40,1977-10-23,2 Autumn Leaf Plaza,2137,Australia,NSW,Biostatistician III,Health,83,8,Mass Customer,18,0,0,4,492.7399999999998,46.0,100.0,1
810,Fawnia,Bartrum,1,19,1998-04-04,808 Starling Place,2173,Australia,NSW,Software Test Engineer IV,Health,24,9,Mass Customer,1,0,1,4,945.1600000000004,69.0,100.0,1
811,Ive,Chapelhow,0,33,1984-01-13,5409 Mandrake Circle,2152,Australia,NSW,Nurse Practicioner,,6,10,Mass Customer,8,0,0,3,496.62,175.0,100.0,1
812,Coral,Dunkirk,1,28,1989-09-22,786 Bonner Drive,2340,Australia,NSW,,Financial Services,1,4,Mass Customer,16,0,0,2,566.34,198.0,100.0,1
813,Lisette,Nesbit,1,55,1962-03-21,7175 Orin Junction,2088,Australia,NSW,Account Representative III,Health,12,12,Mass Customer,14,0,0,5,1633.61,51.0,100.0,3
814,Raffarty,Giacomoni,0,58,1959-12-23,8208 Lotheville Street,3805,Australia,VIC,Analog Circuit Design manager,Manufacturing,60,8,Mass Customer,14,0,0,3,2154.13,49.0,100.0,3
815,Caryn,Sampey,1,43,1974-07-06,25689 Eastlawn Crossing,2067,Australia,NSW,,Manufacturing,47,11,Mass Customer,22,0,1,6,5081.300000000001,28.0,100.0,3
816,Donni,Boor,1,60,1957-01-10,44 Lakewood Gardens Pass,2122,Australia,NSW,Product Engineer,Manufacturing,71,10,Mass Customer,15,0,0,3,945.8499999999998,54.0,100.0,1
817,Niel,Abilowitz,0,25,1992-04-08,87 Twin Pines Plaza,3976,Australia,VIC,Editor,Financial Services,38,5,Mass Customer,6,0,1,5,2328.9300000000003,17.0,100.0,3
818,Beverie,Bosanko,1,44,1973-12-21,65 Sachtjen Park,2067,Australia,NSW,Chemical Engineer,Manufacturing,17,11,Mass Customer,11,0,0,6,3028.84,41.0,100.0,3
819,Temp,Thebeau,0,42,1975-07-17,84 Loomis Pass,2000,Australia,NSW,Associate Professor,Manufacturing,7,12,Affluent Customer,5,0,1,5,2558.04,44.0,100.0,3
820,Cecilia,Chipchase,1,40,1977-01-06,58047 Westport Road,2040,Australia,NSW,,Financial Services,12,12,High Net Worth,16,0,0,9,4381.48,4.0,100.0,3
821,Gregoor,Aronovitz,0,36,1981-07-24,59000 American Center,2530,Australia,NSW,Financial Analyst,Financial Services,41,8,Mass Customer,7,0,1,5,2925.7500000000005,34.0,100.0,3
822,Ardis,Tomlett,1,43,1974-10-23,659 Scofield Street,3175,Australia,VIC,Sales Associate,Health,67,5,High Net Worth,17,0,0,1,802.26,329.0,100.0,1
823,Stesha,Morecombe,1,27,1990-02-17,388 Weeping Birch Plaza,2156,Australia,NSW,Internal Auditor,Manufacturing,91,11,Affluent Customer,9,0,0,6,5811.299999999999,24.0,100.0,3
824,Fleurette,Whardley,1,40,1977-02-27,09413 Holmberg Terrace,4127,Australia,QLD,Financial Advisor,Financial Services,97,3,Affluent Customer,12,0,1,4,4137.780000000001,10.0,100.0,3
825,Willis,Whyler,0,42,1975-08-15,8640 Village Junction,2066,Australia,NSW,Computer Systems Analyst IV,,17,12,Affluent Customer,16,0,1,6,1352.3500000000004,11.0,100.0,3
826,Marc,Waddilove,0,19,1998-12-25,177 Sheridan Trail,2759,Australia,NSW,Recruiting Manager,Financial Services,92,8,Mass Customer,1,0,1,4,1454.6099999999997,5.0,100.0,3
827,Phillis,Rudwell,1,21,1996-05-07,1 Oriole Alley,4171,Australia,QLD,,Health,90,11,Affluent Customer,5,0,0,8,4014.420000000001,50.0,100.0,3
828,Darda,Kernocke,1,60,1957-12-14,8925 Ryan Trail,2073,Australia,NSW,,Health,93,11,Mass Customer,20,0,1,5,1378.39,80.0,100.0,1
829,Byran,Goodfield,0,16,2001-01-22,77 Nova Junction,3218,Australia,VIC,Environmental Tech,Financial Services,84,8,High Net Worth,2,0,1,6,4600.240000000001,13.0,100.0,3
830,Jayson,Chilcott,0,36,1981-05-31,43 Esker Pass,2228,Australia,NSW,VP Quality Control,Manufacturing,58,8,Affluent Customer,6,0,0,6,2506.2700000000004,150.0,100.0,1
831,Teddy,Keijser,0,44,1973-04-20,205 Melody Circle,4207,Australia,QLD,Paralegal,Financial Services,4,4,Affluent Customer,11,0,0,5,1883.59,12.0,100.0,3
832,Shaun,Murphey,0,40,1977-11-30,44997 Anniversary Way,4114,Australia,QLD,Research Assistant IV,Retail,30,3,Mass Customer,14,0,0,11,8366.15,18.0,100.0,3
833,Wadsworth,Hubane,0,22,1995-10-03,4444 Bunting Point,2430,Australia,NSW,Safety Technician II,,9,7,High Net Worth,4,0,1,8,4776.099999999999,26.0,100.0,3
834,Rudolf,Brandes,0,44,1973-04-07,3 Washington Plaza,3199,Australia,VIC,Environmental Tech,Financial Services,37,7,Mass Customer,3,0,0,4,722.2999999999997,19.0,100.0,3
835,Zachary,Matyukon,0,49,1968-04-22,285 Aberg Point,2192,Australia,NSW,Electrical Engineer,Manufacturing,85,10,Mass Customer,9,0,1,8,3225.919999999999,8.0,100.0,3
836,Clemence,Vautre,1,27,1990-04-02,4 Sachtjen Avenue,4210,Australia,QLD,Actuary,Financial Services,33,10,Mass Customer,9,0,1,4,1768.4399999999998,73.0,100.0,1
837,Derick,Fasler,0,60,1957-01-11,055 Dakota Pass,2290,Australia,NSW,Internal Auditor,,4,8,Mass Customer,13,0,1,3,1335.81,158.0,100.0,1
838,Hayden,Heersema,0,46,1971-02-03,6 Green Ridge Circle,4350,Australia,QLD,Financial Advisor,Financial Services,27,3,High Net Worth,15,0,0,4,1966.08,42.0,100.0,3
839,Charis,Greaves,2,40,,6841 Dawn Drive,2880,Australia,NSW,Structural Analysis Engineer,IT,14,1,Mass Customer,10,0,1,4,826.26,107.0,100.0,1
840,Chas,Carabet,0,53,1964-06-20,74251 Golden Leaf Lane,4413,Australia,QLD,VP Sales,Financial Services,94,3,Affluent Customer,19,0,1,6,3320.09,39.0,100.0,3
841,Hanan,McGreay,0,51,1966-09-22,2 Dwight Street,3187,Australia,VIC,Marketing Manager,Manufacturing,93,11,Affluent Customer,8,0,1,7,8330.09,151.0,100.0,3
842,Mahmud,Dobbson,0,18,1999-08-16,511 Gulseth Plaza,3028,Australia,VIC,Compensation Analyst,Financial Services,59,6,High Net Worth,2,0,0,3,1727.3200000000002,56.0,100.0,1
