first_name,last_name,gender,age,DOB,address,postcode,country,state,job_title,job_industry_category,past_3_years_bike_related_purchases,property_valuation,wealth_segment,tenure,deceased_indicator,owns_car
Ermentrude,Heindle,1,48,1969-08-02,307 Knutson Center,2226,Australia,NSW,GIS Technical Architect,Argiculture,47,10,Mass Customer,7,0,0
Alanna,Lerway,1,73,1944-01-05,593 Alpine Drive,3195,Australia,VIC,Dental Hygienist,Health,26,12,Mass Customer,11,0,1
Vincent,Jopke,0,45,1972-03-10,45788 Stang Plaza,3687,Australia,VIC,Analog Circuit Design manager,Property,6,3,Affluent Customer,16,0,0
Mandie,Jeffryes,1,36,1981-02-16,96515 Di Loreto Pass,4109,Australia,QLD,Business Systems Development Analyst,,60,9,High Net Worth,7,0,0
Collete,Dory,1,27,1990-01-09,8625 Dakota Plaza,2210,Australia,NSW,Information Systems Manager,,66,9,High Net Worth,2,0,0
Leonid,Dorricott,0,24,1993-11-18,02 Hoffman Road,2448,Australia,NSW,Environmental Tech,,44,3,Affluent Customer,3,0,0
Charlena,Berney,1,51,1966-01-02,496 Logan Center,4207,Australia,QLD,Geological Engineer,Manufacturing,55,4,High Net Worth,12,0,1
Alfonso,Massel,0,77,1940-12-05,6065 Talisman Crossing,3977,Australia,VIC,,,70,7,Mass Customer,13,0,1
Engracia,Dobbs,1,58,1959-04-19,72 Eliot Place,2250,Australia,NSW,,Health,84,8,Mass Customer,15,0,0
Glyn,,0,72,1945-02-13,67 Bluejay Plaza,2300,Australia,NSW,General Manager,Manufacturing,47,9,Affluent Customer,21,0,1
Rosemonde,Cartwight,1,65,1952-10-20,518 Paget Hill,4605,Australia,QLD,Analyst Programmer,Retail,44,1,Mass Customer,7,0,1
Alano,Satchel,0,19,1998-11-26,87107 Shelley Crossing,2429,Australia,NSW,Recruiting Manager,,2,7,Mass Customer,2,0,0
Corrine,Baribal,1,69,1948-10-12,3 Mallory Circle,2170,Australia,NSW,Senior Sales Associate,,19,8,Affluent Customer,12,0,1
Benoit,Harniman,0,41,1976-08-27,1582 Bashford Drive,4018,Australia,QLD,Research Assistant II,Telecommunications,31,7,Affluent Customer,9,0,0
Jeanne,Darte,1,62,1955-08-18,3 Homewood Park,2756,Australia,NSW,,,70,7,Mass Customer,11,0,1
Jenelle,Fearnill,1,59,1958-01-03,06 Old Gate Park,2144,Australia,NSW,Social Worker,Health,12,9,High Net Worth,19,0,0
Tannie,Gambrell,0,50,1967-05-25,49 Surrey Point,4710,Australia,QLD,Financial Analyst,Financial Services,92,4,Affluent Customer,4,0,0
Mick,Macewan,0,50,1967-12-12,59254 Northland Alley,2032,Australia,NSW,Senior Cost Accountant,Financial Services,32,10,Mass Customer,16,0,0
Abbie,Oldman,0,34,1983-11-26,4 North Drive,2168,Australia,NSW,,Health,82,8,High Net Worth,5,0,1
Tabbie,Curner,0,20,1997-03-13,89 Parkside Street,3021,Australia,VIC,Chief Design Engineer,Retail,12,6,Mass Customer,6,0,0
Shane,Killen,0,61,1956-10-16,7 Hazelcrest Place,2165,Australia,NSW,Account Executive,Entertainment,28,8,High Net Worth,10,0,0
Roberta,Goodale,1,70,1947-02-28,013 David Junction,4211,Australia,QLD,Information Systems Manager,Property,9,7,Mass Customer,22,0,1
Kippy,Barabisch,0,17,2000-04-07,840 Graceland Street,2125,Australia,NSW,Legal Assistant,Manufacturing,11,11,Mass Customer,4,0,0
Rosalinde,Cubuzzi,1,20,1997-09-04,6 Lotheville Trail,2444,Australia,NSW,Business Systems Development Analyst,,50,7,Mass Customer,5,0,0
Cami,Barnbrook,1,54,1963-01-01,890 Truax Lane,4285,Australia,QLD,Occupational Therapist,Health,8,2,Affluent Customer,18,0,1
Dorian,Stollen,0,37,1980-02-16,72922 Cambridge Terrace,2026,Australia,NSW,Statistician I,Financial Services,78,11,Mass Customer,18,0,1
Hunfredo,Hayball,0,23,1994-04-15,60461 Esch Avenue,2227,Australia,NSW,,IT,7,8,Affluent Customer,3,0,0
Giorgi,O'Shirine,0,36,1981-06-20,6 Novick Alley,3934,Australia,VIC,Payment Adjustment Coordinator,Retail,68,8,Mass Customer,15,0,1
Kort,Disley,0,38,1979-02-05,76 Donald Trail,2160,Australia,NSW,Technical Writer,Health,66,9,Mass Customer,7,0,1
Gretna,Thredder,1,51,1966-01-08,1607 Westridge Drive,2203,Australia,NSW,,,62,11,Mass Customer,18,0,0
Tobiah,Heinsius,0,17,2000-01-25,3630 Dawn Crossing,2446,Australia,NSW,Chief Design Engineer,Health,66,8,High Net Worth,9,0,0
Wallace,Newart,0,40,1977-12-06,29007 Dapin Street,4650,Australia,QLD,,IT,91,1,Mass Customer,17,0,0
Hersh,Stubbert,0,17,2000-06-25,68 Fairfield Street,4115,Australia,QLD,Technical Writer,Manufacturing,0,8,Mass Customer,15,0,1
Hatti,Carletti,2,45,,6 Iowa Center,2519,Australia,NSW,Legal Assistant,IT,35,9,Affluent Customer,11,0,1
Wyn,Saynor,0,53,1964-06-22,5 Briar Crest Road,2099,Australia,NSW,Cost Accountant,Financial Services,54,9,High Net Worth,8,0,0
Maribeth,Stivani,1,63,1954-11-13,945 Bobwhite Court,2430,Australia,NSW,Associate Professor,Financial Services,46,8,Mass Customer,7,0,0
Abigale,Sives,1,54,1963-12-13,2 Glendale Center,4207,Australia,QLD,VP Marketing,Health,48,4,Affluent Customer,14,0,1
Gothart,Artus,0,39,1978-05-31,21824 Northridge Alley,2117,Australia,NSW,Health Coach IV,Health,52,10,Mass Customer,14,0,1
Danny,Bodle,0,74,1943-09-24,68 Anthes Park,2007,Australia,NSW,Statistician I,Manufacturing,50,9,Mass Customer,18,0,1
Vittorio,Boxen,0,52,1965-08-15,3 Anthes Court,2148,Australia,NSW,Mechanical Systems Engineer,,94,9,Mass Customer,14,0,0
Deborah,Petrovsky,1,74,1943-07-14,036 Redwing Street,2011,Australia,NSW,Teacher,Property,53,7,Mass Customer,16,0,0
Agace,Hedge,1,20,1997-07-23,92 Petterle Place,3429,Australia,VIC,Media Manager II,,25,8,Mass Customer,13,0,1
Rolland,Esmead,0,77,1940-07-13,72008 7th Avenue,2200,Australia,NSW,,Health,41,8,Affluent Customer,8,0,0
Latrena,Walklate,1,74,1943-10-05,87 Sheridan Junction,2281,Australia,NSW,Mechanical Systems Engineer,Telecommunications,97,8,High Net Worth,13,0,1
Mariquilla,Springthorpe,1,78,1939-04-04,811 Melrose Park,2224,Australia,NSW,Director of Sales,,30,10,Mass Customer,8,0,1
Leticia,Danovich,1,76,1941-10-02,2 Logan Avenue,4307,Australia,QLD,Design Engineer,Entertainment,84,1,Mass Customer,15,0,1
Harman,Lynds,0,56,1961-05-27,538 Gina Way,4105,Australia,QLD,Professor,,4,8,Mass Customer,5,0,1
Farra,Matyushkin,1,43,1974-01-24,52761 Portage Crossing,3170,Australia,VIC,VP Quality Control,Manufacturing,18,9,High Net Worth,9,0,1
Robenia,Monks,1,58,1959-05-08,8 Fieldstone Street,4065,Australia,QLD,Nurse Practicioner,Manufacturing,94,9,Mass Customer,5,0,0
Roman,Eastwood,0,48,1969-09-21,8957 Anhalt Alley,3004,Australia,VIC,Associate Professor,Manufacturing,57,4,Affluent Customer,16,0,1
Solomon,Bruck,0,60,1957-11-15,5 High Crossing Junction,4556,Australia,QLD,Junior Executive,Health,29,8,Mass Customer,12,0,0
Krystyna,Airey,1,67,1950-09-05,75760 Toban Junction,4006,Australia,QLD,Safety Technician II,,2,5,Mass Customer,19,0,1
Katharine,Redbourn,1,50,1967-09-11,178 Waxwing Trail,3134,Australia,VIC,Recruiter,Manufacturing,8,10,Affluent Customer,4,0,1
Cammy,Stoneham,1,54,1963-05-02,8648 Green Alley,4680,Australia,QLD,Business Systems Development Analyst,Financial Services,74,3,High Net Worth,14,0,0
Ellsworth,Andrieux,0,46,1971-04-26,08912 Carberry Place,4036,Australia,QLD,Senior Cost Accountant,Financial Services,49,7,Affluent Customer,10,0,1
Federico,Leuty,0,39,1978-12-11,720 Menomonie Crossing,2380,Australia,NSW,Product Engineer,Property,59,4,High Net Worth,11,0,1
Ferdy,Hornung,0,43,1974-05-14,0686 Hallows Trail,4506,Australia,QLD,Analog Circuit Design manager,Entertainment,57,3,High Net Worth,18,0,0
Sunny,Christescu,1,42,1975-03-12,6668 Blue Bill Park Plaza,2209,Australia,NSW,Cost Accountant,Financial Services,90,10,Mass Customer,11,0,0
Shadow,Yakutin,0,50,1967-02-03,06 Dwight Park,4119,Australia,QLD,Software Test Engineer IV,Health,85,2,Affluent Customer,6,0,1
Sharai,Priddie,1,56,1961-01-16,5202 Crowley Place,2145,Australia,NSW,Sales Representative,Retail,13,9,Mass Customer,9,0,0
Celeste,Fretson,1,37,1980-09-16,14709 Portage Avenue,2166,Australia,NSW,Product Engineer,IT,91,9,Mass Customer,9,0,0
Lea,Ilyinski,1,20,1997-09-25,895 Glendale Park,2026,Australia,NSW,Structural Analysis Engineer,Financial Services,75,12,High Net Worth,12,0,0
Dyann,Olechnowicz,1,78,1939-07-17,0474 Bowman Hill,3031,Australia,VIC,Nuclear Power Engineer,Manufacturing,17,10,Mass Customer,16,0,0
Delly,Sunman,1,58,1959-04-11,652 Fuller Terrace,3206,Australia,VIC,Account Coordinator,Retail,49,12,Mass Customer,15,0,0
Malvin,Ryhorovich,0,55,1962-03-03,5356 Sugar Plaza,4818,Australia,QLD,Quality Control Specialist,,37,3,Mass Customer,5,0,0
Tanya,Hamberston,1,17,2000-09-25,7 Schiller Point,4113,Australia,QLD,Product Engineer,,45,6,Mass Customer,9,0,1
Kaela,Romaines,1,46,1971-11-27,9193 Prairieview Drive,2155,Australia,NSW,Geological Engineer,Manufacturing,41,10,High Net Worth,19,0,0
Evonne,Bembridge,1,48,1969-07-06,13272 Basil Avenue,3103,Australia,VIC,Recruiting Manager,Retail,9,9,Mass Customer,14,0,1
Shannen,Lewin,1,26,1991-06-07,29 Aberg Crossing,4210,Australia,QLD,Analog Circuit Design manager,Argiculture,21,6,High Net Worth,6,0,0
Bogey,Attew,0,25,1992-11-18,4 Monterey Road,4165,Australia,QLD,Software Engineer II,IT,88,9,Mass Customer,10,0,1
Zondra,Ringham,1,69,1948-01-13,416 Lighthouse Bay Lane,4510,Australia,QLD,Cost Accountant,Financial Services,36,5,Mass Customer,7,0,1
Barnebas,Apfel,0,21,1996-02-19,05475 Elgar Place,4000,Australia,QLD,Account Executive,Manufacturing,57,6,Affluent Customer,2,0,1
Alleen,Eaken,1,79,1938-08-31,343 Lakewood Center,2089,Australia,NSW,,,56,12,Mass Customer,10,0,0
Gerri,Schimann,1,48,1969-11-17,47 Kim Terrace,2566,Australia,NSW,Desktop Support Technician,Property,81,8,Mass Customer,18,0,1
Antonietta,Egle,1,44,1973-09-25,590 Hagan Parkway,3805,Australia,VIC,Actuary,Financial Services,82,7,Mass Customer,7,0,0
Raff,Waycott,0,66,1951-12-16,94694 Eagle Crest Terrace,3977,Australia,VIC,Engineer IV,Manufacturing,70,7,Affluent Customer,14,0,1
Lark,Gonet,1,45,1972-01-17,261 Orin Center,2763,Australia,NSW,Database Administrator II,Health,89,8,High Net Worth,8,0,0
Cletis,Longley,0,21,1996-07-01,667 Waxwing Plaza,3199,Australia,VIC,Chemical Engineer,Manufacturing,84,7,High Net Worth,1,0,1
Bartram,Di Lucia,0,56,1961-01-03,83509 Delaware Street,2480,Australia,NSW,,Argiculture,70,3,Mass Customer,5,0,1
Theresa,Cowper,1,41,1976-08-24,88 Mifflin Pass,2529,Australia,NSW,Accountant III,Manufacturing,99,10,Mass Customer,3,0,0
Philbert,Raraty,0,61,1956-06-28,10 Dexter Park,2177,Australia,NSW,Executive Secretary,Manufacturing,48,9,Mass Customer,6,0,0
Egon,Ortells,0,41,1976-06-11,3 Sundown Hill,2168,Australia,NSW,Structural Engineer,Manufacturing,35,9,Affluent Customer,13,0,0
Dahlia,Shovlar,1,51,1966-03-07,655 Glendale Trail,3976,Australia,VIC,Environmental Specialist,,90,3,Affluent Customer,7,0,1
Timi,Duny,1,64,1953-03-12,39192 Glendale Alley,2092,Australia,NSW,Office Assistant II,Telecommunications,70,12,High Net Worth,6,0,0
Dominick,Asher,0,55,1962-10-06,7307 Lake View Crossing,3804,Australia,VIC,Research Associate,Health,50,9,Affluent Customer,5,0,1
Raye,Roo,1,41,1976-03-07,1199 Express Plaza,3046,Australia,VIC,Database Administrator I,Financial Services,64,9,Mass Customer,16,0,1
Becka,Hacon,1,52,1965-07-03,1 Namekagon Point,3791,Australia,VIC,General Manager,Financial Services,81,9,Affluent Customer,17,0,0
Cirillo,Frossell,0,49,1968-10-14,602 Meadow Vale Lane,2111,Australia,NSW,Graphic Designer,,7,12,Mass Customer,6,0,0
Verla,Dumingos,1,46,1971-09-18,6784 Spohn Alley,3021,Australia,VIC,Design Engineer,Telecommunications,26,8,Mass Customer,10,0,1
Sherrie,Godleman,1,39,1978-04-02,67 Shelley Crossing,3350,Australia,VIC,Associate Professor,Manufacturing,37,2,Mass Customer,19,0,0
Dexter,Shutle,0,58,1959-01-05,07 Dayton Court,4005,Australia,QLD,Quality Control Specialist,,81,7,Mass Customer,17,0,0
Konstanze,Hovie,1,50,1967-01-09,351 Sunfield Lane,4370,Australia,QLD,Pharmacist,Health,88,7,Mass Customer,11,0,0
Bink,Bentje,0,60,1957-03-23,8427 Moulton Place,2680,Australia,NSW,Payment Adjustment Coordinator,Financial Services,3,3,High Net Worth,19,0,1
Taber,Szymon,0,70,1947-04-22,984 Del Sol Junction,4659,Australia,QLD,Senior Sales Associate,Argiculture,70,8,Affluent Customer,13,0,0
Debbi,Dannatt,1,59,1958-12-28,3 Pepper Wood Hill,4218,Australia,QLD,Technical Writer,,2,10,Affluent Customer,6,0,0
Giana,Staresmeare,1,41,1976-04-20,8737 Scoville Center,2770,Australia,NSW,Account Representative IV,Retail,96,7,Affluent Customer,9,0,1
Morton,Petkens,0,27,1990-11-13,385 Montana Place,3012,Australia,VIC,Account Coordinator,Manufacturing,50,1,High Net Worth,10,0,1
Vittoria,Whitney,1,36,1981-06-03,3 Surrey Court,2019,Australia,NSW,Research Assistant I,,95,11,High Net Worth,12,0,0
Paquito,Atwood,0,45,1972-07-30,2 Magdeline Street,3199,Australia,VIC,Nuclear Power Engineer,Manufacturing,15,8,Affluent Customer,9,0,0
Dimitri,Tribbeck,0,59,1958-12-07,93235 Hoard Trail,3165,Australia,VIC,Chief Design Engineer,,89,6,Affluent Customer,20,0,0
Shelli,Bartholomaus,1,54,1963-05-11,356 Carberry Avenue,3082,Australia,VIC,Associate Professor,Health,88,7,Mass Customer,6,0,1
Kermit,Lebond,0,37,1980-02-01,71 Ludington Center,4208,Australia,QLD,Financial Advisor,Financial Services,36,8,Mass Customer,4,0,0
Biddie,Gorce,1,29,1988-01-30,2116 Continental Terrace,2795,Australia,NSW,Senior Financial Analyst,Financial Services,68,7,Mass Customer,5,0,1
Rupert,Marrow,0,47,1970-08-08,2 7th Way,2760,Australia,NSW,,Property,73,8,High Net Worth,19,0,0
Geoff,Sitford,0,52,1965-02-27,7 Elgar Road,2148,Australia,NSW,Account Executive,Financial Services,97,8,Mass Customer,4,0,1
Ange,Chitham,1,26,1991-02-14,00003 Hoffman Pass,2560,Australia,NSW,,Argiculture,91,8,Mass Customer,10,0,0
Tiphanie,Blackader,1,70,1947-10-08,71 Stone Corner Avenue,2007,Australia,NSW,Physical Therapy Assistant,Retail,59,11,Mass Customer,17,0,0
Zollie,Crinidge,0,29,1988-01-10,0 Esker Avenue,4019,Australia,QLD,Systems Administrator I,Retail,39,5,Mass Customer,10,0,1
Daisy,Pollen,1,24,1993-08-09,61825 Debs Terrace,3167,Australia,VIC,Cost Accountant,Financial Services,97,9,Mass Customer,7,0,0
Emelen,Bidnall,0,36,1981-08-05,11 Oak Terrace,2026,Australia,NSW,Systems Administrator IV,Health,79,12,Affluent Customer,11,0,1
Linette,Boman,1,68,1949-05-20,7 Michigan Hill,2076,Australia,NSW,Account Executive,,56,11,Affluent Customer,11,0,0
Manya,Abramovici,1,62,1955-07-17,8 Randy Park,4214,Australia,QLD,Quality Engineer,Financial Services,42,8,High Net Worth,13,0,1
Brynna,Tivers,1,43,1974-08-09,0 Mayfield Parkway,4272,Australia,QLD,Recruiting Manager,Financial Services,81,7,Mass Customer,6,0,0
Art,Carolan,0,63,1954-11-09,57903 Hanson Parkway,2570,Australia,NSW,Marketing Manager,,1,9,Affluent Customer,11,0,1
Alfi,Sabbins,1,58,1959-06-12,763 Ridgeway Place,2344,Australia,NSW,,Financial Services,63,3,High Net Worth,18,0,1
Loleta,Aberdalgy,1,36,1981-02-15,99 Westend Court,2287,Australia,NSW,Occupational Therapist,Health,45,6,Mass Customer,11,0,0
Aldric,Birney,0,46,1971-08-19,5 Caliangt Center,2546,Australia,NSW,,Manufacturing,21,6,Mass Customer,14,0,1
Natividad,Balducci,1,26,1991-02-07,4472 Washington Junction,3206,Australia,VIC,,Property,39,11,High Net Worth,10,0,1
Claudine,Dymick,1,52,1965-12-13,31675 Corry Way,3977,Australia,VIC,Design Engineer,Health,28,5,Mass Customer,5,0,0
Seamus,Cains,0,28,1989-12-15,4882 Dakota Center,2305,Australia,NSW,Teacher,Manufacturing,61,8,High Net Worth,7,0,0
Guss,Karim,0,49,1968-11-24,4 Warner Circle,2227,Australia,NSW,Senior Sales Associate,Manufacturing,95,11,Mass Customer,7,0,0
Julietta,Setchfield,1,25,1992-01-31,4 Manufacturers Crossing,4170,Australia,QLD,Operator,,73,8,High Net Worth,3,0,1
Roch,Symson,1,39,1978-05-13,016 Westport Park,3073,Australia,VIC,Office Assistant I,Manufacturing,96,9,High Net Worth,18,0,0
Audry,Fann,1,60,1957-10-17,19 Debs Parkway,3029,Australia,VIC,Pharmacist,Health,3,6,Mass Customer,15,0,1
Cecelia,Cisar,1,32,1985-03-26,665 Sachs Way,4212,Australia,QLD,,Property,20,7,Mass Customer,15,0,1
Clari,Voas,1,62,1955-07-28,4110 Mifflin Center,2127,Australia,NSW,Human Resources Assistant II,Health,74,8,Affluent Customer,14,0,1
Zach,Hedman,0,36,1981-09-11,62 Spaight Center,2566,Australia,NSW,Analyst Programmer,Financial Services,87,9,Affluent Customer,4,0,1
Paxon,Roomes,0,41,1976-11-06,3 Express Lane,3021,Australia,VIC,Information Systems Manager,,78,7,High Net Worth,7,0,1
Parnell,Lamprey,0,40,1977-04-08,7353 Mallard Junction,2165,Australia,NSW,Engineer III,Financial Services,23,6,High Net Worth,12,0,0
Honey,Gosdin,1,36,1981-11-29,066 Warner Trail,2582,Australia,NSW,Software Engineer I,Property,0,9,Mass Customer,17,0,0
Sonny,McCart,0,25,1992-08-27,52752 Barby Hill,3020,Australia,VIC,Account Representative I,Manufacturing,35,9,High Net Worth,9,0,0
Rozamond,Turtle,2,45,,57025 New Castle Street,3850,Australia,VIC,Legal Assistant,IT,69,3,Mass Customer,3,0,1
Deirdre,Burgoine,1,62,1955-01-08,0 Stoughton Park,3000,Australia,VIC,Programmer III,Health,14,1,High Net Worth,7,0,0
Haleigh,,1,65,1952-05-19,49 Jana Point,4503,Australia,QLD,Senior Sales Associate,Financial Services,17,4,Mass Customer,18,0,1
Aldridge,Poskitt,0,35,1982-02-10,7 Fordem Point,4161,Australia,QLD,VP Sales,,84,5,Mass Customer,12,0,0
Zechariah,McReidy,0,39,1978-07-22,797 Westend Street,4207,Australia,QLD,Technical Writer,Manufacturing,32,6,High Net Worth,21,0,0
Carry,Costi,1,45,1972-11-26,5316 Farwell Hill,2800,Australia,NSW,Senior Developer,Property,32,4,Mass Customer,11,0,0
Alon,,0,18,1999-06-23,770 Crest Line Parkway,4218,Australia,QLD,Accountant IV,,17,3,Affluent Customer,9,0,0
Ahmed,Pickthorne,0,58,1959-12-25,50 American Street,2147,Australia,NSW,Marketing Manager,,46,9,High Net Worth,15,0,1
Nil,Shirer,0,20,1997-09-27,4793 Mcbride Pass,3013,Australia,VIC,Librarian,Entertainment,64,8,Mass Customer,7,0,1
Erhard,O'Moylane,0,39,1978-05-27,01124 Dottie Lane,3630,Australia,VIC,Media Manager I,Retail,33,2,Affluent Customer,9,0,1
Vitia,Axtens,1,72,1945-08-08,42681 Carey Alley,2011,Australia,NSW,Financial Advisor,Financial Services,62,10,Mass Customer,15,0,1
Haskell,Moxted,0,74,1943-08-27,2941 Talisman Alley,2145,Australia,NSW,Civil Engineer,Manufacturing,81,9,Mass Customer,7,0,0
Ebony,Conrad,1,18,1999-10-24,990 Hoffman Avenue,3029,Australia,VIC,Environmental Tech,Financial Services,8,7,Mass Customer,16,0,1
Lincoln,Boler,0,41,1976-01-24,5 Summer Ridge Court,3207,Australia,VIC,Chief Design Engineer,,53,8,Affluent Customer,14,0,0
Vladimir,Westmerland,0,61,1956-06-19,102 Charing Cross Terrace,2640,Australia,NSW,,Manufacturing,18,4,Mass Customer,18,0,1
Kylynn,Drowsfield,1,42,1975-03-28,5 Trailsway Avenue,3059,Australia,VIC,Editor,,80,9,High Net Worth,7,0,1
Nicole,Ruckhard,1,48,1969-10-09,23694 Leroy Place,4560,Australia,QLD,Human Resources Manager,Health,93,3,Affluent Customer,17,0,1
Celestina,Lethardy,1,49,1968-12-11,53 Memorial Street,3163,Australia,VIC,Software Consultant,IT,38,10,Mass Customer,11,0,1
Tannie,Petrakov,0,66,1951-11-27,691 Valley Edge Alley,4078,Australia,QLD,Data Coordiator,IT,84,6,Affluent Customer,10,0,0
Bessy,Saladin,1,78,1939-12-22,60073 Pankratz Pass,4075,Australia,QLD,VP Marketing,Manufacturing,22,10,Mass Customer,16,0,1
Diego,Van den Broek,0,53,1964-09-28,8 Schlimgen Drive,4055,Australia,QLD,Business Systems Development Analyst,Manufacturing,17,7,Affluent Customer,13,0,1
Lucilia,Minshall,1,65,1952-04-15,0237 Mallard Place,2750,Australia,NSW,,IT,71,8,Mass Customer,7,0,1
Cissiee,Pollington,1,76,1941-07-21,69710 Northfield Center,2256,Australia,NSW,Associate Professor,Property,43,9,Mass Customer,7,0,1
Eddy,Sturch,0,56,1961-02-11,1 Kinsman Crossing,4158,Australia,QLD,Software Consultant,Financial Services,22,6,High Net Worth,17,0,1
Caron,Kezar,1,64,1953-08-08,40553 Rigney Avenue,2835,Australia,NSW,Social Worker,Health,11,1,Mass Customer,5,0,0
Sandor,Stirland,0,36,1981-05-26,48578 Farmco Park,3235,Australia,VIC,Web Developer IV,Manufacturing,67,10,High Net Worth,12,0,0
Gallagher,Bromell,0,61,1956-12-02,91634 Badeau Crossing,4556,Australia,QLD,Assistant Manager,,18,8,Mass Customer,17,0,0
Murial,Bulloch,1,53,1964-10-01,391 Old Shore Lane,2011,Australia,NSW,,Financial Services,59,6,Mass Customer,13,0,0
Delinda,Ech,1,73,1944-10-21,28 Golf View Terrace,3101,Australia,VIC,Environmental Specialist,Argiculture,74,10,Mass Customer,17,0,1
Hussein,Tapenden,0,64,1953-10-19,0197 Sachs Avenue,2747,Australia,NSW,Pharmacist,Health,19,8,Affluent Customer,12,0,1
Giulietta,Garbott,1,15,2002-02-27,48297 Stuart Circle,3810,Australia,VIC,Technical Writer,,59,5,Affluent Customer,14,0,1
Kaylyn,Jakaway,1,37,1980-07-30,67 Heath Circle,2290,Australia,NSW,Registered Nurse,Health,45,8,Affluent Customer,10,0,0
Brynn,Goodyear,1,73,1944-11-10,3 Sheridan Lane,3075,Australia,VIC,Human Resources Manager,Health,30,7,Mass Customer,11,0,1
Otis,,0,46,1971-01-11,04 Oakridge Plaza,2075,Australia,NSW,Electrical Engineer,Manufacturing,59,11,Affluent Customer,12,0,0
Tamas,Swatman,2,45,,78 Clarendon Drive,4551,Australia,QLD,Assistant Media Planner,Entertainment,65,8,Affluent Customer,5,0,0
Pace,Clemonts,0,27,1990-07-28,335 Cambridge Hill,3122,Australia,VIC,Media Manager IV,Retail,99,7,High Net Worth,10,0,0
Tracy,Andrejevic,2,45,,5675 Burning Wood Trail,3030,Australia,VIC,Programmer II,IT,71,7,Mass Customer,11,0,1
Muffin,Grigolon,0,38,1979-10-31,4597 Marcy Point,2232,Australia,NSW,Senior Editor,Telecommunications,7,10,Mass Customer,12,0,0
Allsun,Biner,1,20,1997-12-26,9 Walton Way,2641,Australia,NSW,Nurse Practicioner,Financial Services,67,2,Mass Customer,10,0,1
Kenneth,Elleyne,0,60,1957-09-03,27429 Dottie Plaza,3145,Australia,VIC,Technical Writer,Financial Services,13,11,Mass Customer,13,0,0
Clotilda,Southers,1,18,1999-11-08,42 Donald Hill,2323,Australia,NSW,Computer Systems Analyst II,Financial Services,62,4,Mass Customer,15,0,1
Augustus,Bourley,0,36,1981-08-17,3 Hoepker Parkway,4152,Australia,QLD,,Health,60,10,Affluent Customer,18,0,0
Daisi,Tinwell,1,46,1971-12-24,19561 Express Street,2777,Australia,NSW,Business Systems Development Analyst,Financial Services,84,8,Mass Customer,11,0,0
Gerik,Woodroof,0,58,1959-06-13,41 Kropf Road,3175,Australia,VIC,Paralegal,Financial Services,18,7,High Net Worth,9,0,1
Claresta,MacConnulty,1,60,1957-10-01,0516 Fremont Point,2026,Australia,NSW,Recruiting Manager,,6,9,Mass Customer,20,0,1
Arty,Fontelles,0,23,1994-10-21,7872 South Junction,3197,Australia,VIC,Help Desk Technician,IT,50,4,High Net Worth,4,0,0
Giulia,Hazart,1,39,1978-08-02,81 Donald Parkway,4218,Australia,QLD,Help Desk Technician,,57,11,Mass Customer,11,0,0
Whit,Emloch,0,54,1963-08-20,105 Carpenter Court,2220,Australia,NSW,Food Chemist,Health,30,9,Mass Customer,6,0,1
Rowan,Summerly,0,43,1974-07-05,58231 Tomscot Plaza,2209,Australia,NSW,Librarian,Entertainment,4,10,Mass Customer,9,0,0
Ian,Rabat,0,42,1975-08-04,3 Loeprich Point,3204,Australia,VIC,Web Designer I,Financial Services,54,11,Affluent Customer,11,0,0
Agneta,McAmish,2,45,,5773 Acker Way,4207,Australia,QLD,Structural Analysis Engineer,IT,66,6,Mass Customer,15,0,0
Reginald,Jermy,0,57,1960-09-12,540 Katie Street,4128,Australia,QLD,Director of Sales,,7,8,High Net Worth,20,0,1
Link,Gorini,0,43,1974-11-09,9495 Jenna Way,4600,Australia,QLD,,IT,60,2,High Net Worth,10,0,0
Harriet,Brattan,1,31,1986-12-03,66 Ruskin Parkway,3579,Australia,VIC,Human Resources Assistant I,Financial Services,81,1,High Net Worth,2,0,0
Sada,Branton,1,43,1974-06-24,9736 Mitchell Pass,3199,Australia,VIC,Nuclear Power Engineer,Manufacturing,34,6,Affluent Customer,14,0,0
Jenelle,Mc-Kerley,1,75,1942-01-23,9 Springview Terrace,4068,Australia,QLD,Data Coordiator,Financial Services,40,5,Mass Customer,16,0,1
Gabrila,Toopin,1,54,1963-01-14,1914 Oakridge Place,2456,Australia,NSW,Junior Executive,Manufacturing,7,6,Mass Customer,12,0,0
Almira,Mangion,1,21,1996-01-24,179 Anzinger Center,2230,Australia,NSW,VP Product Management,Financial Services,4,12,Affluent Customer,2,0,1
Arty,Strudwick,0,53,1964-01-31,62 Melrose Court,2211,Australia,NSW,Data Coordiator,Health,85,10,Mass Customer,8,0,1
Alexa,Dillet,1,73,1944-10-05,84650 Novick Point,2261,Australia,NSW,Product Engineer,Entertainment,65,7,Affluent Customer,17,0,0
Palmer,Heaven,0,22,1995-05-18,5 Hoard Parkway,3754,Australia,VIC,Staff Scientist,Financial Services,82,6,Affluent Customer,9,0,1
Porter,Buckenhill,0,63,1954-06-14,376 Talmadge Street,4124,Australia,QLD,Help Desk Operator,Manufacturing,46,7,High Net Worth,9,0,1
Kizzee,Kemston,1,56,1961-09-29,5979 Green Ridge Way,2767,Australia,NSW,,Health,11,8,Mass Customer,13,0,0
